,airline_sentiment,text
7194,1,jetblue hey friends stupid question  can i split payment methods for a flight purchase example 12 debit card 12 billmelate flightr thanks
7195,0,jetblue  called jb 3 timeseverytime auto vmsgyour wait time should not be longer than 9 mins waited longer than 18 mins and no answer
7196,0,jetblue all correct for rates boston to pittsburgh wknd march 14 rates all of a sudden took off made plans came back to buy amp surprised
7197,1,jetblue expanding  httptcokk6eixifp5  nantucket aviation
7198,2,jetblue mark t  in austin was great handling my bag issue  thanks
7199,1,jetblue i believe you have to follow me so i can send you a message
7200,1,jetblue ill read this over a nice glass of wine right before i dig my heels into my next novel maybe travel is just what i need
7201,2,jetblue jeffhofmann denisejtaylor laurieameacham good one and indeed its jetblues finest day in history
7202,1,jetblue i would like the actual email address so i can follow up thank you
7203,1,jetblue and when did your legal department start running your social media channels
7204,0,jetblue nope the regular line was multix faster you literally direct all the wheelchairs and strollers into the same line as ems
7205,1,jetblue sounds fun how does that work
7206,2,jetblue thanks calling right now
7207,0,jetblue thank you but that isnt really responding to my request is it you are sending me into a generic environment on your site
7208,1,jetblue i know theres no actual mile high club but surely theres something i can join 
7209,1,jetblue hello my husband bought us a trip last night amp just noticed my last name is misspelled what can i do thanks
7210,1,jetblue to start 3xweekly embraersa e190 flights from washington reagan to nantucket between 19jun6sep avgeek
7211,0,jetblue i would like to communicate directly with a customer experience executive does joanna geraghty have an email address
7212,1,jetblue will you cancelled flight tonights 7 pm out of dfw to bos weather
7213,2,jetblue haha thanks you guys are great unlike the nyjets  gopatriots
7214,2,jetblue thanks
7215,2,jetblue it was booked through work but added upgrade on seat need the upgrade receipt
7216,0,jetblue understood but i watched as fam heading to fl was expedited when they had 25m to takeoff i am speaking at conference in sf
7217,2,jetblue thank you for the free flyfi makes an already great airline even better jetblue boston westpalmbeach flybetter
7218,1,jetblue whats the easiest way to get a ticket receipt can i get one at check in or can i get one online thanks
7219,2,jetblue thank you
7220,0,jetblue  any effort to fix your points system 11 days and a call to customer service and still no account update chasing points is no fun
7221,0,jetblue i tried had me running from curbside to selfcheck amp wasting even more time ended up flight booking problems united for  am so upset
7222,0,jetblue keeps getting better no water on the plane
7223,1,jetblue thats what i planned on but boston traffic due to recent weather was insane if i had been expedited i would have made it
7224,2,jetblue i wish you all the best of luck  im enjoying the luxurious free amount of leg space rn thanks
7225,0,jetblue i dont want jetblue tv i want jetblue wifi 
7226,2,jetblue great to see the redsox plane and your reminder you ny side by side at jfk catsanddogslivingtogether httptcokfuyyokufv
7227,1,jetblue  would love to go to hawaii to visit pearl harbor
7228,0,jetblue what is the deal with flt 460 today departure keeps changing when is it going why is it so late flight
7229,0,jetblue lol at your estimated departure time plane hasnt even started boarding yet you cant even get your delays right
7230,0,jetblue martysg you know how i love you jb but honestly when you have complex feedback those pulldown suboption formsmaddening
7231,0,jetblue said they havent started looking for it gave me a 25100 limit in nyc at the waldorf astoria and cant find 100 outfit 
7232,1,jetblue how can i best track deals and special flight offers im liking your international options
7233,0,jetblue yeah im aware of that hence my original msg to you
7234,0,jetblue 653 just for update that gate got moved to complete opposite end of the terminal airline is a disaster
7235,0,jetblue no i asked either way it doesnt make the flight less delayed
7236,2,jetblue 2324 from orlando to dca  and my awesome flight attendant is robert
7237,0,jetblue yes i filed yesterday around noon i have a claim number but they havent contacted me yet
7238,0,jetblue shocker my flight delayed an hour thanks for reminding me why i switched to delta
7239,0,jetblue as courtesy to mosaic members or anyone a request for water should be attended promptly daniel in flight 1557 should know better
7240,0,jetblue are you having any issues with online checkin my colleague and i are getting webpage not available after submitting online form
7241,1,jetblue no one yet but some fl 8162
7242,0,jetblue are going to let fl382 into a gate in bos any time soon were just sittin here on the tarmac  waiting
7243,2,jetblue thanks jb actually as a birder i love them too they just need to be outside it shouldnt be too hard to trap and move them
7244,0,jetblue not an issue but i think training amp information would help great ppl but service needs to switch from individual to group better
7245,0,jetblue rats thats a bummer
7246,0,jetblue is so sloooooow today
7247,1,"happy for sfo but hopefully youll add pdx soon ""jetblue we added two new destinations fll and sfo from las vegas in the last year"""
7248,2,jetblue flight from jfksfo was pure awesomeness mint class and tim our attendant was the best other airlines take notes
7249,0,jetblue terrible landing on 915
7250,0,jetblue flight was two days ago flight 1918 from pos
7251,1,jetblue wall separating in row 1 safetyconcerns httptcoztrdwv0n4l
7252,2,jetblue last sleep in cali back to jfk tomorrow night  looking forward to an another amazing flight with you all 
7253,0,jetblue woo update flight 915 is now possibly delayed by more than 2hrs  power of positive thinking people
7254,0,jetblue appreciate the response but already spoke to a mco and their response was there is nothing we can do idk if thats what you mean
7255,2,jetblue with the free wifi impressive flyfi httptcot1rypzebc8
7256,0,jetblue didnt find out my flight for ny scheduled to leave at 930pm is delayed by more than 15hrs until after checking in huge fail
7257,0,jetblue vegas desk said jfk connect would b held 4 us and 26 others on our plane now staff at jfk says weather was problem epicfail
7258,0,jetblue other jfk to boston flights went off with some delay but not this  epicfail
7259,1,jetblue i understand delays  we are all looking at a tv monitor at ur gate and it says current conditions are snow hence delay
7260,2,jetblue mint seats are awesome  emaleesugano best business class in the us
7261,0,jetblue  wtf stuck at jfk for 2 hrs in a delay to boston cuz u say snow  no snow on weather map  wtf
7262,2,jetblue thank you for getting me home and despite all odds i have reunited with my delinquent southwest luggage now homeward
7263,0,jetblue 2 words staff training what a joke
7264,0,jetblue is a joke missed my connecting flight by 5 minutes last flight of the day and they dont hold it  5 minutes
7265,1,jetblue sorry should have specified i meant ground traffic trying to get into the terminal
7266,0,jetblue any idea whats going on at terminal five at jfk seems to be zero traffic movement
7267,0,jetblue very disappointed with the lack of compassion from your baggage services dept i nearly had to beg get just for a courtesy report
7268,2,jetblue ok thanks safety first
7269,0,jetblue apparently the plane was delayed coming up from san juan monsoon there today
7270,1,jetblue thats ok it just sure seemed like it when jetblue tweeted us back and asked us to send selfies of us watching haha
7271,0,jetblue over 2 hour delay going from nyc to denver come on man
7272,0,jetblue amybruni directtv no oscars on direct tv on this flight we were so looking forward to it we were devastated 
7273,0,jetblue  fix your amp jet bridges  40 minute delay 2nd gatestill waiting  jetblues httptconcb2oncs9i
7274,2,kudos well deserved just wish the rest of my jetblue experience today measured up to their example
7275,2,jetblue ha ha can i get a wake up call at boarding time please  large coffee extralight extra sweet please
7276,0,jetblue didnt work flyfi plus couldnt access abc app so i spent 19 and still missed oscars disappointed
7277,0,jetblue  i think ill come take a nap at the terminal  
7278,0,jetblue safety might be your priority but organization clearly is not
7279,1,jetblue zakkohane pretty sure hes saying ricoh had great service down at bos  happytohelp
7280,0,jetblue 611 from jfk to las still delayed
7281,0,jetblue the lack of tv made it rough thats literally why i picked yall over the competitors
7282,0,jetblue but not reddit i work for the site and this is ridiculous
7283,2,jetblue thank you i am your new big fan 
7284,2,jetblue i do the best airline wifi ever thank you
7285,1,jetblue you just tight that youre 59 on the worlds best airlines list amp virginatlantic is ranked higher virginatlantic here i come
7286,0,jetblue i only take jetblue to travel and i have to go to maimi next year but you guys dont go to maimi why dont you guys go to maimi
7287,1,jetblue such a bummer  but i understand its a business deal thanks for answering me  much less sad now
7288,0,jetblue aka take stuff out of the checked bag then just carry on the extra weight for someone just had shoulder surgery thats just no
7289,2,jetblue pilot dont worry folks theres a backup for the backup for every part of this plane thanks guy
7290,0,jetblue can you take cosmopolitan off your blacklist trying to work 
7291,0,jetblue goodwill now at 12500  27000 x   fine   still want your new ceo to make a public apology to all passengers of flight 136
7292,0,jetblue thank you hopefully its soon we are supposed to leave at 1123
7293,2,jetblue thank you
7294,2,jetblue awesome
7295,1,jetblue okay so anything using contactless emv should work just your internal testing and training is currently apple pay specific
7296,0,jetblue hard when youre with your younger siblings and cousin and they just want to go on the airplane we should get better than this
7297,0,jetblue had a potentially stressful situation in reflight booking problems a flight which she diffused and helped make awesome
7298,0,jetblue even tho the extra 5 lbs are still going on the plane just as a carry on where is the sense what do you say to fat people
7299,0,jetblue i thought being a mosaic member had perks the best part is instead of checking the extra 5lbs im carrying it on 
7300,0,jetblue are yall going bankrupt or is inflation just really bad these days you went from 50 to 120 for overweight fees outrageous
7301,0,jetblue  if only the show was on the flight  no abc  oh well  ill live  nexttime andthewinneris
7302,0,jetblue ill call in the morning too upset right now
7303,0,jetblue im still waiting no answer
7304,2,jetblue ok thanks for your help
7305,2,jetblue love you guys httptco3x9nruovts
7306,0,jetblue the amount of money i spent on hotels for a week bc of flight cancelled flightlation another flight doesnt make up for the money lost
7307,0,jetblue being told jfk had a 5 hour delay this am which is reason for my delay now it cant be that hard to notify with 12 hours notice
7308,0,jetblue by far the worst airline in terms of service at jfk
7309,0,keep waiting time does not cost anything for jetblue hundreds people how payed thousand dollars with no feedback httptcoji2pg4gom9
7310,2,jetblue youre still the best
7311,2,jetblue abcnetwork please give jetblue all the permissions in the world im missing the oscars right now and its awful whyabcwhy
7312,0,jetblue thanks so the delay was the result of scheduling issues more than weather relate flightd problems
7313,1,jetblue shannonwoodward ill be checking often most probably when they hand the oscars out to the nerds geeks and badly dressed
7314,0,jetblue i am less concerned about the delay than i am about not being notified until i looked at the board that my flight was delayed
7315,2,jetblue thanks  i made it 
7316,0,jetblue after boarding flight 0510 the captain informs that he could exceed the16 hrs regulation and turned the plane around incredible
7317,2,jetblue thanks for the quick response fingers crossed the plane gets here then
7318,0,jetblue julesdameron considering accessibility is an absolute must equality
